journey_key,line_key,operator_ref,origin_aimed_departure_time,event_date,hour_of_day,day_of_week,is_peak,delay_minutes,is_compliant,fare_proxy,fare_band,has_disruption,disruption_severity_score,primary_disruption_reason,hist_line_noncompliance_rate,hist_line_delay_mean,hist_line_delay_std,hist_line_n_prior,model_name,prediction,probability_compliant,hypothetical_exposure,prob_noncompliant
ANWE|61|5521|2026-06-14|3078,61,ANWE,2026-06-14 17:25:00,2026-06-14,17.0,1.0,1.0,102.21666666666667,0,1.81031746031746,network_default,0,0.0,none,1.0,82.95555555555556,15.151103125710877,3.0,GBT,0,0.04053899398063343,1.736929011690615,0.9594610060193666
ANWE|82A|5042|2026-06-14|3044,82A,ANWE,2026-06-14 16:12:00,2026-06-14,16.0,1.0,1.0,113.48333333333333,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,114.71111111111111,1.628763448254648,3.0,GBT,0,0.041546237849214074,1.7351055805285258,0.9584537621507859
ANWE|82A|5048|2026-06-14|3161,82A,ANWE,2026-06-14 17:42:00,2026-06-14,17.0,1.0,1.0,106.26666666666667,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,113.29444444444447,2.6924929932162347,6.0,GBT,0,0.041546237849214074,1.7351055805285258,0.9584537621507859
ANWE|82A|5050|2026-06-14|3160,82A,ANWE,2026-06-14 18:12:00,2026-06-14,18.0,1.0,1.0,103.91666666666667,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,112.2904761904762,3.6189682530980023,7.0,GBT,0,0.041791916851833366,1.7346608235404506,0.9582080831481666
ANWE|79C|5010|2026-07-12|3206,79C,ANWE,2026-07-12 07:30:00,2026-07-12,7.0,1.0,1.0,75.35,0,1.81031746031746,network_default,0,0.0,none,0.38528138528138534,7.764790764790762,22.29944105454033,231.0,GBT,0,0.042119271442055184,1.734068207810057,0.9578807285579448
ANWE|P2|4441|2026-07-14|6577,P2,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,303.3333333333333,0,1.81031746031746,network_default,0,0.0,none,1.0,260.85416666666663,284.12441520131995,8.0,GBT,0,0.042211314128255295,1.7339015813281344,0.9577886858717447
ANWE|79C|1053|2026-07-14|3051,79C,ANWE,2026-07-14 13:53:00,2026-07-14,13.0,3.0,0.0,113.25,0,1.81031746031746,network_default,0,0.0,none,0.43023255813953487,13.488953488372092,30.368143778877364,258.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|82A|1044|2026-07-14|3159,82A,ANWE,2026-07-14 15:12:00,2026-07-14,15.0,3.0,0.0,51.46666666666667,0,1.81031746031746,network_default,0,0.0,none,0.40414507772020725,23.223834196891186,40.63435934398916,193.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|82A|1049|2026-07-14|3104,82A,ANWE,2026-07-14 14:27:00,2026-07-14,14.0,3.0,0.0,96.61666666666666,0,1.81031746031746,network_default,0,0.0,none,0.39473684210526316,22.126140350877186,39.914020516844886,190.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|82A|1051|2026-07-14|3162,82A,ANWE,2026-07-14 14:57:00,2026-07-14,14.0,3.0,0.0,66.63333333333334,0,1.81031746031746,network_default,0,0.0,none,0.40104166666666663,22.99774305555555,40.618698365313605,192.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|79C|1070|2026-07-14|3106,79C,ANWE,2026-07-14 14:43:00,2026-07-14,14.0,3.0,0.0,80.65,0,1.81031746031746,network_default,0,0.0,none,0.44106463878326996,15.286755386565272,32.79607250297812,263.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|79C|1072|2026-07-14|MX14_HRO,79C,ANWE,2026-07-14 15:06:00,2026-07-14,15.0,3.0,0.0,57.43333333333333,0,1.81031746031746,network_default,0,0.0,none,0.44528301886792454,15.71446540880503,33.047746048945164,265.0,GBT,0,0.0427476662802565,1.7329306136624878,0.9572523337197435
ANWE|82A|1065|2026-07-13|3138,82A,ANWE,2026-07-13 18:57:00,2026-07-13,18.0,2.0,1.0,71.53333333333333,0,1.81031746031746,network_default,0,0.0,none,0.36813186813186816,18.825732600732596,37.19151823699581,182.0,GBT,0,0.04416972045309098,1.7303562441638882,0.955830279546909
ANWE|79C|5003|2026-07-12|3018,79C,ANWE,2026-07-12 07:45:00,2026-07-12,7.0,1.0,1.0,60.166666666666664,0,1.81031746031746,network_default,0,0.0,none,0.3879310344827587,8.056106321839078,22.68922721414253,232.0,GBT,0,0.044350502873625075,1.7300289705914769,0.9556494971263749
ANWE|79C|5012|2026-07-12|3138,79C,ANWE,2026-07-12 07:59:00,2026-07-12,7.0,1.0,1.0,46.266666666666666,0,1.81031746031746,network_default,0,0.0,none,0.3905579399141631,8.27975679542203,22.896213947093834,233.0,GBT,0,0.044350502873625075,1.7300289705914769,0.9556494971263749
ANWE|79C|1079|0001-01-01|3163,79C,ANWE,2026-07-14 18:20:00,2026-07-14,18.0,3.0,1.0,74.63333333333334,0,1.81031746031746,network_default,0,0.0,none,0.48299319727891155,17.203571428571433,32.816542710126875,294.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1040|0001-01-01|3050,79C,ANWE,2026-06-16 09:41:00,2026-06-16,9.0,3.0,1.0,67.46666666666667,0,1.81031746031746,network_default,0,0.0,none,0.38815789473684215,6.5956140350877135,21.241208694127987,152.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1090|0001-01-01|3137,79C,ANWE,2026-07-14 18:22:00,2026-07-14,18.0,3.0,1.0,78.41666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4864864864864865,17.367060810810816,32.87939418527988,296.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1073|0001-01-01|3051,79C,ANWE,2026-07-14 17:26:00,2026-07-14,17.0,3.0,1.0,63.016666666666666,0,1.81031746031746,network_default,0,0.0,none,0.47038327526132406,17.056794425087112,33.08883884517446,287.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|5005|0001-01-01|3161,79C,ANWE,2026-07-12 08:15:00,2026-07-12,8.0,1.0,1.0,86.93333333333334,0,1.81031746031746,network_default,0,0.0,none,0.39574468085106385,8.535319148936168,22.97691584518433,235.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1082|0001-01-01|3177,79C,ANWE,2026-07-14 16:55:00,2026-07-14,16.0,3.0,1.0,72.4,0,1.81031746031746,network_default,0,0.0,none,0.46808510638297873,16.949054373522465,33.177845971637645,282.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|82A|1050|0001-01-01|3104,82A,ANWE,2026-07-14 16:43:00,2026-07-14,16.0,3.0,1.0,128.45,0,1.81031746031746,network_default,0,0.0,none,0.42647058823529416,24.608823529411755,41.15330428752364,204.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1038|0001-01-01|3018,79C,ANWE,2026-06-16 09:20:00,2026-06-16,9.0,3.0,1.0,59.96666666666667,0,1.81031746031746,network_default,0,0.0,none,0.3825503355704698,6.310738255033551,20.990077474350223,149.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|1013|0001-01-01|3104,79C,ANWE,2026-06-16 07:05:00,2026-06-16,7.0,3.0,1.0,81.43333333333334,0,1.81031746031746,network_default,0,0.0,none,0.3970588235294118,6.279901960784309,20.92903068914145,136.0,GBT,0,0.04443137562892929,1.7298825652304857,0.9555686243710707
ANWE|79C|5059|2026-06-14|2968,79C,ANWE,2026-06-14 21:47:00,2026-06-14,21.0,1.0,0.0,88.05,0,1.81031746031746,network_default,0,0.0,none,1.0,79.7625,18.88183221943683,4.0,GBT,0,0.04490619157318454,1.7290229976361633,0.9550938084268155
ANWE|P12|4442|2026-07-13|7707,P12,ANWE,2026-07-13 07:00:00,2026-07-13,7.0,2.0,1.0,733.6,0,1.81031746031746,network_default,0,0.0,none,1.0,222.65,155.23350869648675,2.0,GBT,0,0.04505494219084827,1.7287537117957736,0.9549450578091517
ANWE|79C|1057|2026-07-14|3163,79C,ANWE,2026-07-14 14:37:00,2026-07-14,14.0,3.0,0.0,85.71666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4389312977099237,15.01793893129771,32.56724703553373,262.0,GBT,0,0.04613393981693259,1.726800383553632,0.9538660601830674
ANWE|79C|1059|2026-07-14|3177,79C,ANWE,2026-07-14 15:00:00,2026-07-14,15.0,3.0,0.0,63.266666666666666,0,1.81031746031746,network_default,0,0.0,none,0.44318181818181823,15.534343434343434,32.9799312148864,264.0,GBT,0,0.04613393981693259,1.726800383553632,0.9538660601830674
ANWE|79C|1068|2026-07-14|3137,79C,ANWE,2026-07-14 14:20:00,2026-07-14,14.0,3.0,0.0,103.61666666666666,0,1.81031746031746,network_default,0,0.0,none,0.4367816091954023,14.678480204342272,32.1620575592113,261.0,GBT,0,0.04613393981693259,1.726800383553632,0.9538660601830674
ANWE|82A|1041|2026-07-14|3048,82A,ANWE,2026-07-14 12:27:00,2026-07-14,12.0,3.0,0.0,121.88333333333334,0,1.81031746031746,network_default,0,0.0,none,0.3850267379679144,20.557486631016037,38.229529124147355,187.0,GBT,0,0.04613393981693259,1.726800383553632,0.9538660601830674
ANWE|79C|5001|2026-07-12|3042,79C,ANWE,2026-07-12 07:16:00,2026-07-12,7.0,1.0,1.0,89.38333333333334,0,1.81031746031746,network_default,0,0.0,none,0.3826086956521739,7.409927536231881,21.684560391748136,230.0,GBT,0,0.046159105195458516,1.7267548262294912,0.9538408948045415
ANWE|P2|4441|2026-07-14|7701,P2,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,303.6,0,1.81031746031746,network_default,0,0.0,none,1.0,269.3666666666667,251.21599898921272,10.0,GBT,0,0.0463386338370132,1.7264298223950576,0.9536613661629868
ANWE|82A|3044|2026-07-11|3106,82A,ANWE,2026-07-11 16:42:00,2026-07-11,16.0,7.0,1.0,107.03333333333333,0,1.81031746031746,network_default,0,0.0,none,0.2974683544303798,11.114978902953583,29.018873912244167,158.0,GBT,0,0.04642161349504448,1.7262796028712724,0.9535783865049555
ANWE|82A|1050|2026-07-14|3078,82A,ANWE,2026-07-14 16:43:00,2026-07-14,16.0,3.0,1.0,116.76666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4236453201970444,24.154844006568137,40.73974196904501,203.0,GBT,0,0.04676573966486952,1.725656625257486,0.9532342603351305
ANWE|82A|1052|2026-07-13|3054,82A,ANWE,2026-07-13 17:12:00,2026-07-13,17.0,2.0,1.0,108.33333333333333,0,1.81031746031746,network_default,0,0.0,none,0.35754189944134074,17.336312849162006,35.65360646546096,179.0,GBT,0,0.047131197152659454,1.7249950311863362,0.9528688028473405
ANWE|82A|1044|0001-01-01|3159,82A,ANWE,2026-07-14 15:12:00,2026-07-14,15.0,3.0,0.0,128.38333333333333,0,1.81031746031746,network_default,0,0.0,none,0.4072164948453608,23.36941580756013,40.57964525452847,194.0,GBT,0,0.047131197152659454,1.7249950311863362,0.9528688028473405
ANWE|61|1530|2026-07-13|2792,61,ANWE,2026-07-13 17:21:00,2026-07-13,17.0,2.0,1.0,91.8,0,1.81031746031746,network_default,0,0.0,none,0.39534883720930236,20.390116279069765,38.84994194845193,86.0,GBT,0,0.04734845857856207,1.7246017190335712,0.9526515414214379
ANWE|61|1525|0001-01-01|3136,61,ANWE,2026-07-14 16:01:00,2026-07-14,16.0,3.0,1.0,63.8,0,1.81031746031746,network_default,0,0.0,none,0.45833333333333337,27.36944444444444,44.18669335213614,96.0,GBT,0,0.04734845857856207,1.7246017190335712,0.9526515414214379
ANWE|61|1528|2026-07-13|3048,61,ANWE,2026-07-13 16:21:00,2026-07-13,16.0,2.0,1.0,89.5,0,1.81031746031746,network_default,0,0.0,none,0.38095238095238093,18.431150793650794,37.07434594217282,84.0,GBT,0,0.04734845857856207,1.7246017190335712,0.9526515414214379
ANWE|61|1528|0001-01-01|2793,61,ANWE,2026-07-14 16:21:00,2026-07-14,16.0,3.0,1.0,54.15,0,1.81031746031746,network_default,0,0.0,none,0.4639175257731959,27.74501718213058,44.11131405404892,97.0,GBT,0,0.04734845857856207,1.7246017190335712,0.9526515414214379
ANWE|82A|5040|2026-06-14|3162,82A,ANWE,2026-06-14 15:42:00,2026-06-14,15.0,1.0,0.0,114.58333333333333,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,114.775,2.2980970388562794,2.0,GBT,0,0.047421759563782806,1.7244690209801676,0.9525782404362172
ANWE|82A|5036|2026-06-14|2794,82A,ANWE,2026-06-14 14:42:00,2026-06-14,14.0,1.0,0.0,113.15,0,1.81031746031746,network_default,1,3.0,roadClosed,0.5,0.0,0.0,0.0,GBT,0,0.047421759563782806,1.7244690209801676,0.9525782404362172
ANWE|79C|5061|2026-06-14|3089,79C,ANWE,2026-06-14 22:17:00,2026-06-14,22.0,1.0,0.0,88.23333333333333,0,1.81031746031746,network_default,0,0.0,none,1.0,81.42,16.766908546963037,5.0,GBT,0,0.04766364701770831,1.7240311278988945,0.9523363529822917
ANWE|P14|4441|2026-07-14|4825,P14,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,303.53333333333336,0,1.81031746031746,network_default,0,0.0,none,1.0,403.43666666666667,187.32960976429874,5.0,GBT,0,0.04779249280765596,1.7237978761156638,0.952207507192344
ANWE|P14|4441|2026-07-14|2676,P14,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,168.86666666666667,0,1.81031746031746,network_default,0,0.0,none,1.0,385.4809523809524,157.4580924341962,7.0,GBT,0,0.04779249280765596,1.7237978761156638,0.952207507192344
ANWE|110|1044|0001-01-01|3206,110,ANWE,2026-07-14 15:55:00,2026-07-14,15.0,3.0,0.0,59.61666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4193548387096774,7.6479569892473105,16.976465155491802,155.0,GBT,0,0.0482161127984263,1.7230309894498328,0.9517838872015737
ANWE|79C|1033|2026-07-14|3001,79C,ANWE,2026-07-14 10:33:00,2026-07-14,10.0,3.0,0.0,113.63333333333334,0,1.81031746031746,network_default,0,0.0,none,0.42578125,12.5740234375,28.614515815971004,256.0,GBT,0,0.04827370321862001,1.722926732506609,0.95172629678138
ANWE|110|1052|2026-07-13|2794,110,ANWE,2026-07-13 18:05:00,2026-07-13,18.0,2.0,1.0,58.06666666666667,0,1.81031746031746,network_default,0,0.0,none,0.3918918918918919,6.161486486486487,15.087770529274161,148.0,GBT,0,0.04839628479089386,1.7227048209460085,0.9516037152091061
ANWE|110|1048|2026-07-13|3104,110,ANWE,2026-07-13 17:05:00,2026-07-13,17.0,2.0,1.0,72.38333333333334,0,1.81031746031746,network_default,0,0.0,none,0.3835616438356164,5.3076484018264845,13.275948657102598,146.0,GBT,0,0.04839628479089386,1.7227048209460085,0.9516037152091061
ANWE|82A|1046|0001-01-01|3018,82A,ANWE,2026-07-14 15:45:00,2026-07-14,15.0,3.0,0.0,86.0,0,1.81031746031746,network_default,0,0.0,none,0.41624365482233505,24.09492385786801,41.002781619282224,197.0,GBT,0,0.0485005219368736,1.722516118620628,0.9514994780631264
ANWE|82A|1055|0001-01-01|3178,82A,ANWE,2026-07-14 15:57:00,2026-07-14,15.0,3.0,0.0,45.166666666666664,0,1.81031746031746,network_default,0,0.0,none,0.42500000000000004,24.28816666666666,40.94874786114793,200.0,GBT,0,0.0485005219368736,1.722516118620628,0.9514994780631264
ANWE|82A|1053|0001-01-01|3101,82A,ANWE,2026-07-14 15:27:00,2026-07-14,15.0,3.0,0.0,47.95,0,1.81031746031746,network_default,0,0.0,none,0.41326530612244894,23.973214285714278,41.07209044599493,196.0,GBT,0,0.0485005219368736,1.722516118620628,0.9514994780631264
ANWE|79C|1063|0001-01-01|3078,79C,ANWE,2026-07-14 15:41:00,2026-07-14,15.0,3.0,0.0,112.5,0,1.81031746031746,network_default,0,0.0,none,0.4575645756457565,16.494157441574416,33.22475832165408,271.0,GBT,0,0.0485005219368736,1.722516118620628,0.9514994780631264
ANWE|79C|1064|0001-01-01|3053,79C,ANWE,2026-06-16 13:36:00,2026-06-16,13.0,3.0,0.0,90.51666666666667,0,1.81031746031746,network_default,0,0.0,none,0.3743016759776536,6.24525139664804,20.2100666838097,179.0,GBT,0,0.0485005219368736,1.722516118620628,0.9514994780631264
ANWE|82A|5019|0001-01-01|3053,82A,ANWE,2026-07-12 08:26:00,2026-07-12,8.0,1.0,1.0,48.78333333333333,0,1.81031746031746,network_default,0,0.0,none,0.3508771929824561,17.015302144249507,35.40932987106611,171.0,GBT,0,0.04880355424636729,1.7219675339397111,0.9511964457536327
ANWE|P14|4441|2026-07-13|4850,P14,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,603.7333333333333,0,1.81031746031746,network_default,0,0.0,none,1.0,246.85,164.80302046854467,2.0,GBT,0,0.04917825736732229,1.721289202337411,0.9508217426326777
ANWE|61|5519|2026-06-14|3203,61,ANWE,2026-06-14 16:25:00,2026-06-14,16.0,1.0,1.0,100.3,0,1.81031746031746,network_default,0,0.0,none,1.0,76.26666666666667,0.0,1.0,GBT,0,0.04971796066835821,1.7203121680281546,0.9502820393316418
ANWE|79C|1066|2026-07-14|3020,79C,ANWE,2026-07-14 13:56:00,2026-07-14,13.0,3.0,0.0,127.51666666666667,0,1.81031746031746,network_default,0,0.0,none,0.43243243243243246,13.874131274131273,30.936634971181828,259.0,GBT,0,0.050090620423067,1.7196375355674476,0.949909379576933
ANWE|82A|1040|2026-07-14|3053,82A,ANWE,2026-07-14 14:12:00,2026-07-14,14.0,3.0,0.0,111.35,0,1.81031746031746,network_default,0,0.0,none,0.3915343915343915,21.654056437389762,39.48460305304897,189.0,GBT,0,0.050090620423067,1.7196375355674476,0.949909379576933
ANWE|82A|1042|2026-07-14|3048,82A,ANWE,2026-07-14 14:42:00,2026-07-14,14.0,3.0,0.0,114.98333333333333,0,1.81031746031746,network_default,0,0.0,none,0.39790575916230364,22.516143106457235,40.17207555871617,191.0,GBT,0,0.050090620423067,1.7196375355674476,0.949909379576933
ANWE|82A|1061|0001-01-01|3159,82A,ANWE,2026-07-14 17:27:00,2026-07-14,17.0,3.0,1.0,21.366666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4285714285714286,24.902619047619037,41.30420112516198,210.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|79C|1080|0001-01-01|3163,79C,ANWE,2026-07-14 16:34:00,2026-07-14,16.0,3.0,1.0,35.56666666666667,0,1.81031746031746,network_default,0,0.0,none,0.46402877697841727,16.87230215827339,33.375490102268365,278.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|79C|1069|0001-01-01|3106,79C,ANWE,2026-07-14 16:41:00,2026-07-14,16.0,3.0,1.0,27.866666666666667,0,1.81031746031746,network_default,0,0.0,none,0.4659498207885304,16.939307048984475,33.3342021792897,279.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|79C|1067|0001-01-01|3137,79C,ANWE,2026-07-14 16:21:00,2026-07-14,16.0,3.0,1.0,24.483333333333334,0,1.81031746031746,network_default,0,0.0,none,0.4618181818181818,16.9119393939394,33.53853592522589,275.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|79C|1077|0001-01-01|3043,79C,ANWE,2026-07-14 18:00:00,2026-07-14,18.0,3.0,1.0,10.55,0,1.81031746031746,network_default,0,0.0,none,0.4794520547945206,17.264155251141556,32.92039807130554,292.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|82A|1052|0001-01-01|3162,82A,ANWE,2026-07-14 17:12:00,2026-07-14,17.0,3.0,1.0,36.5,0,1.81031746031746,network_default,0,0.0,none,0.42995169082125606,25.070370370370355,41.53303424861563,207.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|82A|1058|0001-01-01|3053,82A,ANWE,2026-07-14 18:42:00,2026-07-14,18.0,3.0,1.0,42.35,0,1.81031746031746,network_default,0,0.0,none,0.43981481481481477,24.702391975308633,40.82807725309457,216.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|79C|1081|0001-01-01|3177,79C,ANWE,2026-07-14 18:40:00,2026-07-14,18.0,3.0,1.0,3.0833333333333335,0,1.81031746031746,network_default,0,0.0,none,0.4865771812080537,17.512919463087254,32.974890853520236,298.0,GBT,0,0.05011785845872674,1.7195882260759079,0.9498821415412733
ANWE|X4|1020|2026-07-14|2794,X4,ANWE,2026-07-14 14:23:00,2026-07-14,14.0,3.0,0.0,99.88333333333334,0,1.81031746031746,network_default,0,0.0,none,0.3023255813953488,7.035465116279069,18.08483273742389,86.0,GBT,0,0.050799125109193155,1.7183549171634367,0.9492008748908068
ANWE|X4|1002|0001-01-01|2792,X4,ANWE,2026-06-16 05:17:00,2026-06-16,5.0,3.0,0.0,69.38333333333334,0,1.81031746031746,network_default,1,5.0,maintenanceWork,0.30000000000000004,1.3666666666666667,2.1240751297200284,40.0,GBT,0,0.05083960163255796,1.7182816418064564,0.949160398367442
ANWE|82A|5038|2026-06-14|2793,82A,ANWE,2026-06-14 15:12:00,2026-06-14,15.0,1.0,0.0,116.4,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,113.15,0.0,1.0,GBT,0,0.05094115918158926,1.7180977904022179,0.9490588408184107
