disruption_id,organisation,operator_noc,reason,planned,severity,modes_affected,services_affected,services_affected_count,stops_affected,stops_affected_names,stops_affected_count,validity_start,validity_end,publication_start,publication_end,expected_delay_minutes,is_synthetic,source,notes
a0f998ce-d630-4408-a61f-ef2fee5b19dc,Merseytravel,,roadworks,True,moderate,bus,,1,,,2,2026-06-28T23:01:00Z,2026-07-19T22:59:00Z,2026-06-25T08:29:00Z,2026-07-19T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
f4eefca4-3d37-4ce6-9de8-b8bbb56c6d30,Merseytravel,,roadworks,True,moderate,bus,,1,,,8,2026-06-29T14:30:00Z,2026-07-31T22:59:00Z,2026-06-29T14:29:00Z,2026-07-31T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
0b49dfe6-f235-4339-ba9d-c275422ec1e5,Merseytravel,,roadworks,True,moderate,bus,,1,,,2,2026-06-29T23:00:00Z,2026-08-04T22:59:00Z,2026-06-26T06:37:00Z,2026-08-04T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
4f6bab0c-433f-45ca-973f-345e3dc72fe7,Merseytravel,,roadworks,True,moderate,bus,,2,,,5,2026-07-02T23:00:00Z,2026-07-16T22:59:00Z,2026-07-02T22:59:00Z,2026-07-16T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
155b6ffa-f208-4c9c-b025-3abbc3a14b76,Merseytravel,,roadworks,True,moderate,bus,,1,,,5,2026-07-09T19:12:00Z,2026-08-31T22:59:00Z,2026-07-09T19:11:00Z,2026-08-31T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
c59447e9-6c51-4ad5-96f8-4bf70dc3a075,Merseytravel,,roadworks,True,moderate,bus,,0,,,4,2026-07-10T14:00:00Z,2026-07-13T22:59:00Z,2026-07-10T13:59:00Z,2026-07-13T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
38231422-bb5e-4e1f-8a1b-55dbfd21d345,Merseytravel,,roadworks,True,moderate,bus,,3,,,11,2026-07-10T18:00:00Z,2026-07-17T22:59:00Z,2026-07-08T09:35:00Z,2026-07-17T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
0510efb6-48d3-41d3-a813-1d020582bbcf,Merseytravel,,roadworks,True,moderate,bus,,2,,,6,2026-07-12T23:00:00Z,2026-07-17T22:59:00Z,2026-07-09T07:40:00Z,2026-07-17T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
b18477a2-da8d-4295-a74e-2daaa246abb4,Merseytravel,,roadworks,True,moderate,bus,,1,,,17,2026-07-13T07:00:00Z,2026-07-17T17:00:00Z,2026-07-10T07:13:00Z,2026-07-17T17:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
2ca29052-0517-4528-b8f4-60118005ce30,Merseytravel,,roadworks,True,moderate,bus,,1,,,1,2026-07-13T08:30:00Z,2026-07-13T11:30:00Z,2026-07-08T09:49:00Z,2026-07-13T11:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
cdfd6d7a-d8fa-461a-875b-bfcbca9142b8,Merseytravel,,roadworks,True,moderate,bus,,3,,,6,2026-07-13T19:00:00Z,2026-07-18T05:00:00Z,2026-07-09T09:37:00Z,2026-07-18T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
c09c2225-3cd3-4e3d-88a0-61b311ffdcb1,Merseytravel,,roadworks,True,moderate,bus,,3,,,1,2026-07-13T19:00:00Z,2026-07-15T05:00:00Z,2026-07-10T08:49:00Z,2026-07-15T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
ffb4a461-b8e8-4315-9c91-43ab221e94c3,Merseytravel,,roadworks,True,moderate,bus,,2,,,7,2026-07-14T11:30:00Z,2026-07-14T14:30:00Z,2026-07-10T11:52:00Z,2026-07-14T14:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
80d8b32f-a6eb-49f7-9712-cfd415048202,Merseytravel,,roadworks,True,moderate,bus,,2,,,3,2026-07-15T19:00:00Z,2026-07-16T05:00:00Z,2026-07-10T13:56:00Z,2026-07-16T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
63bc0105-1a44-486c-b103-1e0650bb680a,Merseytravel,,roadworks,True,moderate,bus,,2,,,14,2026-09-01T07:00:00Z,2026-09-16T15:30:00Z,2026-07-01T07:00:00Z,2026-09-16T15:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
712be619-aeb0-b658-9fc6-ab0dc82cf120,Merseytravel,AMSY,emergencyEngineeringWork,False,severe,bus,375,1,2800S13009A;2800S41108B;2800S46085A,Waine Street;Hartington Road;Kents Bank,3,2026-01-23T14:02:00Z,2026-01-23T23:02:00Z,2026-01-23T14:02:00Z,2026-01-23T23:02:00Z,15,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
8482d821-d80d-356a-192b-7913b04c5457,Merseytravel,ANWE,incident,True,severe,bus,82A;2;110,3,2800S41032C;2800S30023B;2800S27005A;2500DCL2179;2800S27022B;2800S62007B;2800S15037A;2800S41019B,Booth Street;Downham Road North;Stanton Road;Halton Castle;Brook Street;Delamere Road;Ambleside Place;Upper Hill Street,8,2026-02-10T16:21:00Z,2026-02-12T09:21:00Z,2026-02-10T03:21:00Z,2026-02-12T09:21:00Z,19,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
8453373c-a976-da4b-9237-bacccdf19c07,Merseytravel,AMSY,congestion,True,moderate,bus,14L;437E,2,2800S46002A;2800S40036B,Lorenzo Drive;Cherry Lane,2,2026-05-18T07:59:00Z,2026-05-19T09:59:00Z,2026-05-16T20:59:00Z,2026-05-19T09:59:00Z,7,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
def66a06-f78a-77de-68da-ecd823babbb5,Merseytravel,ANWE,incident,True,severe,bus,X4;1;110,3,2800S40023B;2800S47060B;2500LAA16008;069000010220;2800S13056B;2800S40029B;2800S51025B;2800S55041B,Ellel Grove;Moss Lane;Noelgate;Hays House;Taunton Avenue;Lance Close;Hurst Park Drive;Parkbourn Drive,8,2026-04-27T15:23:00Z,2026-04-28T17:23:00Z,2026-04-26T17:23:00Z,2026-04-28T17:23:00Z,33,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
e3d068b9-6401-1b64-5389-2473a467d073,Merseytravel,ANWE,maintenanceWork,True,moderate,bus,P10;3A,2,2800S54012F;2800S20005A,Crosby Village;Curzon Road,2,2026-04-29T10:59:00Z,2026-04-30T02:59:00Z,2026-04-29T07:59:00Z,2026-04-30T02:59:00Z,15,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
8062a1a7-2b0c-ac34-78d6-9a3c81fa62e6,Merseytravel,ANWE,emergencyEngineeringWork,True,severe,bus,X4,1,2800S47072A;2500DCL2216;0610EP1341;2800S48041A,Bootle Oriel Road Station;Westgate;Drake Road;Hornbeam Road,4,2026-05-08T11:58:00Z,2026-05-11T03:58:00Z,2026-05-07T19:58:00Z,2026-05-11T03:58:00Z,19,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
d41b0b7d-df41-c1df-d96e-ea8cc2b62785,Merseytravel,ANWE,roadClosed,False,severe,bus,2;P5;1;P2,4,2800S31001B;25001984;2500DCL2183;2800S13007B;2800S61117A;2800S60030A;2800S46011A;2800S44013B;2800S41041B;2800S52031A;2800S48090A;2800S48174A,West Kirby Station;Victoria Hotel;Plough Lane;Chain Lane;Wight Moss Way;Fylde Road;Tintagel Road;Pennard Avenue;Queens Drive;Acornfield Road;Conleach Road;Tonbridge Close,12,2026-04-19T14:24:00Z,2026-04-21T20:24:00Z,2026-04-19T14:24:00Z,2026-04-21T20:24:00Z,39,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
efc9b7fb-9d57-902b-a3cd-a1883801594b,Merseytravel,ANWE,roadworks,True,moderate,bus,82A;P10;79C;2;P5;X4;3A;61,8,2800S25060A;2800S42079A;2800S40105B;2800S48039A;2800S40054B,Upton By-Pass;Princes Street;Wenlock Road;Church Road;Blessington Road,5,2026-02-15T13:06:00Z,2026-02-16T10:06:00Z,2026-02-15T04:06:00Z,2026-02-16T10:06:00Z,11,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
bd8b5302-60ef-fe5d-bbce-a5ce7e2988b8,Merseytravel,ANWE,roadworks,False,moderate,bus,3A,1,2800S42012D;2800S41050A;1800WK37061;2800S31006A;2800S44018A;2800S48022A;2500DCL3435;2800S43031A;2800S14033A;2800S48016D;2800S10019A;2800S40079A,Smithfield Street;Bold Place;Sandy Ln;Gresford Avenue;Seth Powell Way;Longman Drive;War Memorial;Menlove Avenue;Eccleston Park Rail Station;Hunts Cross Station;Thompson Close;Christopher Street,12,2026-01-21T06:31:00Z,2026-01-21T12:31:00Z,2026-01-21T06:31:00Z,2026-01-21T12:31:00Z,9,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
b2127b8f-7a51-0ade-7c2c-f97f75d00997,Merseytravel,ANWE,routeDiversion,True,moderate,bus,2;61,2,2800S50015B;2800S47061B;2800S22009D;2500DCL2215,Damson Road;Monfa Road;Hamilton Square Station;Village Inn,4,2026-06-26T08:19:00Z,2026-06-27T11:19:00Z,2026-06-25T04:19:00Z,2026-06-27T11:19:00Z,16,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
c14b295a-9737-b1d5-7811-11d84f7b3fe4,Merseytravel,AMSY,maintenanceWork,True,moderate,bus,345;32F,2,2800S16004A;2800S13056B,St Marys Market;Taunton Avenue,2,2026-01-02T05:40:00Z,2026-01-02T10:40:00Z,2026-01-02T01:40:00Z,2026-01-02T10:40:00Z,12,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
a0ca8078-1a1a-17ba-0791-499db908433b,Merseytravel,AMSY,roadClosed,True,severe,bus,144;56;33;375E;89,5,1800WK04241;2500LAA16071;2800S47051A;2800S48086B;2800S50026A,Billinge Rd;Co-op Bank;Sterrix Avenue;Carley Walk;The Park,5,2026-05-02T17:12:00Z,2026-05-03T11:12:00Z,2026-04-30T23:12:00Z,2026-05-03T11:12:00Z,16,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
462a2b58-5457-7b52-009b-64fd0a2a49e6,Merseytravel,ANWE,roadworks,True,moderate,bus,X30;P12,2,2800S47038C;2800S42031A,Church Road;Oriel Street,2,2026-03-28T17:06:00Z,2026-03-29T10:06:00Z,2026-03-28T05:06:00Z,2026-03-29T10:06:00Z,11,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
a08f5dfe-1d6e-bd30-7a3e-c329e10a2cff,Merseytravel,ANWE,congestion,False,moderate,bus,61,1,250014551;2800S48166B;2800S47024A;2800S24001B,Ivybridge;Foxglove Avenue;Muspratt Road;Withens Lane,4,2026-01-26T04:34:00Z,2026-01-26T06:34:00Z,2026-01-26T04:34:00Z,2026-01-26T06:34:00Z,7,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
35a2debd-05dc-fa35-e192-121eabf3dabf,Merseytravel,AMSY,roadworks,True,moderate,bus,27P;47;52;500S;32A,5,2800S41018B;2800S41071C;2800S42037C;2800S41026D;2800S42037F;2800S43150A;2800S41212B;2800S41168B;2800S41005A;2800S41166B,Hardy Street;Wavertree Road;Brownlow Hill;Romer Road;Benson Street;Otterspool Drive;Armstrong Quay;Promenade Gardens;Hill Street;Bempton Road,10,2026-01-15T14:34:00Z,2026-01-15T19:34:00Z,2026-01-15T11:34:00Z,2026-01-15T19:34:00Z,15,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
c5c0058c-b0c7-f1ab-d670-358e036c3129,Merseytravel,ANWE,incident,True,severe,bus,2;61,2,2800S61060B;2800S40027A,Southport Hospital;Plumpton Street,2,2026-01-18T16:15:00Z,2026-01-21T01:15:00Z,2026-01-17T04:15:00Z,2026-01-21T01:15:00Z,17,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
ace248a4-0f88-1574-bddb-75c78a6fd225,Merseytravel,ANWE,emergencyEngineeringWork,True,severe,bus,1;79C;P2,3,2800S28042A;2800S60053A;2800S10005C;069000020170;2800S40047A;2800S44062B,Oxford Drive;Cobden Road;Cole Avenue;Bridge Inn;Keble Road;Deysbrook Lane,6,2026-04-12T07:41:00Z,2026-04-14T03:41:00Z,2026-04-11T11:41:00Z,2026-04-14T03:41:00Z,39,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
311a1e0c-49fa-0716-d970-8d321ffb6a00,Merseytravel,AMSY,incident,False,severe,bus,10G;487S;786A;62;15;144;60,7,2800S40048B;2800S40068E;2800S40106D,Balliol Road;Culme Road;Hawthorne Road,3,2026-04-05T09:28:00Z,2026-04-07T05:28:00Z,2026-04-05T09:28:00Z,2026-04-07T05:28:00Z,43,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
dfd23fc1-25eb-9e6a-55b6-b4563e652a23,Merseytravel,ANWE,roadworks,True,moderate,bus,P5;P10;79C;61;3A,5,2800S48052A;2800S43034B;2800S27002A,Oldbridge Road;Halewood Drive;The Village,3,2026-02-23T16:13:00Z,2026-02-24T10:13:00Z,2026-02-23T00:13:00Z,2026-02-24T10:13:00Z,20,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
bb71deec-f438-b3f0-c7f6-bb763af1be91,Merseytravel,AMSY,roadClosed,True,severe,bus,14L;7E;472;375;12T,5,069000014070;2800S40032B,Coach & Horses;Sedley Street,2,2026-07-09T12:45:00Z,2026-07-12T00:45:00Z,2026-07-09T12:45:00Z,2026-07-12T00:45:00Z,45,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
e9541482-e695-9103-2ad7-bbcb6cf72875,Merseytravel,ANWE,insufficientDemand,True,minor,bus,P12;61;2;82A;X4;3A;110,7,2800S10025A;1800WK06111;2800S40075E,Park Road South;Spencer's Ln;Walton Hall Avenue,3,2026-04-02T08:15:00Z,2026-04-02T19:15:00Z,2026-04-01T10:15:00Z,2026-04-02T19:15:00Z,3,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
cf935f51-c751-472b-07b9-fcf2c2451e87,Merseytravel,AMSY,incident,True,severe,bus,47;781;KF2;26P;33;27,6,2800S54094B;2800S16017A;2800S13088B;2800S16052A;2800S54027B;2800S54002B;2800S47023A;2800S54026B;2800S47095B;2800S16018B;2800S16016A;2800S16018A;2800S16020B;2800S16025C;2800S16021A,Sharples Crescent;Bank Street;Dorothy Street;Thatto Heath Station;Chesterfield Road;Sycamore Road;Lime Grove;Windle Avenue;Claremont Road;Prescot Road;Linkway West;Underhill Road;Whittle Street;Exchange Street;Lacey Street,15,2026-04-28T10:52:00Z,2026-04-29T21:52:00Z,2026-04-28T09:52:00Z,2026-04-29T21:52:00Z,24,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
c869584e-a87f-12c6-fc06-c99a462375ee,Merseytravel,AMSY,roadworks,True,moderate,bus,375E;14,2,2800S61051B;2500IMG815;2500LA00307;2500LAA16638;2500DCL187;2500LA00315;1800WK02111;2500IMG970;2800S61058B;2500DCL2217;2500DCL2195;2800S63004A;2500DCL2182;2500LAA00477;2800S61034A,Ash Street;Pool Hey Lane;Denshaw;Ringtail Park;St Marks CEPS;Dingle Ave;North Western Stn;Grove Park;Meols Cop Road;Whitehey Road;Neverstitch Road;Princes Street;Plough Lane;Beechtrees;Yellowhouse Lane,15,2026-03-30T16:20:00Z,2026-03-31T21:20:00Z,2026-03-29T16:20:00Z,2026-03-31T21:20:00Z,8,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
115f1450-9f9e-d435-a6cd-d786300dff20,Merseytravel,AMSY,emergencyEngineeringWork,True,severe,bus,12T,1,2800S42011B;2800S64005A;2800S48056B;2800S30014A;2800S41033D;2800S40078D;2800S43193B;2800S41110B,Old Hall Street;Formby Gardens;Greenacre Road;Kylemore Drive;Munster Road;Eton Street;Allerton Road;Halkyn Avenue,8,2026-01-18T21:58:00Z,2026-01-20T21:58:00Z,2026-01-17T03:58:00Z,2026-01-20T21:58:00Z,30,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
bba6d253-ae0b-4d13-4bc0-72212ace2df3,Merseytravel,AMSY,roadworks,True,moderate,bus,407S;55;410S;86A,4,2800S21025A;2800S41086C;2800S32005A;2800S47016A,Poulton Road;Gresford Avenue;Brosters Lane;Sonning Avenue,4,2026-04-08T16:57:00Z,2026-04-09T05:57:00Z,2026-04-07T15:57:00Z,2026-04-09T05:57:00Z,14,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
efccff82-84eb-f6e1-126c-edebf23e1463,Merseytravel,ANWE,roadClosed,True,severe,bus,P5,1,069000024100;2800S60019B;2800S47061B,Sankey Bridges;Preston New Road;Monfa Road,3,2026-04-24T16:32:00Z,2026-04-27T10:32:00Z,2026-04-22T22:32:00Z,2026-04-27T10:32:00Z,20,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
3bbc7387-996e-8873-09d0-48beef83ad3e,Merseytravel,ANWE,emergencyEngineeringWork,True,severe,bus,P10;1;X4,3,2800S42051A;2800S55046B,Adelphi Hotel;Tebay Close,2,2026-02-20T07:02:00Z,2026-02-21T20:02:00Z,2026-02-18T16:02:00Z,2026-02-21T20:02:00Z,40,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
5af53e72-1de0-bc33-ea4e-26e5e1af1408,Merseytravel,AMSY,routeDiversion,False,moderate,bus,471E,1,2800S25092B;2800S53007B;2800S40077A;2800S46025B;2800S25048B;2800S60027A;2800S23075G;2500LAA07568;2800S10051A;2800S40120A;2800S44111C;2800S42015E,Talbot Road;Aintree Retail Park;Lind Street;Ternhall Road;Hurrell Road;Cambridge Road;Rowson Street;Ferndale;No. 149;Bradewell Street;Aylesford Road;Pembroke Place,12,2026-01-28T17:14:00Z,2026-01-29T06:14:00Z,2026-01-28T17:14:00Z,2026-01-29T06:14:00Z,19,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
3307e812-fcc0-0a57-cb53-ba59c46fc4b6,Merseytravel,ANWE,roadClosed,False,severe,bus,79C,1,2800S41116B;2800S21011A;2800S46013D;2800S61037A;0610EP1317,Moscow Drive;Kelvin Road;Townsend Avenue;Sefton Street;Turrocks Croft,5,2026-04-24T15:46:00Z,2026-04-27T13:46:00Z,2026-04-24T15:46:00Z,2026-04-27T13:46:00Z,37,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
75d25761-76e5-7719-a1c7-82a1ba91c031,Merseytravel,AMSY,roadClosed,True,severe,bus,26S;KF1;49B,3,2800S41095B;2800S41017A;2800S41096B;2800S41102A;2800S41101C,Edge Hill Station;Sparling Street;Widney Close;Park Road;Luke Street,5,2026-01-20T16:15:00Z,2026-01-22T08:15:00Z,2026-01-19T20:15:00Z,2026-01-22T08:15:00Z,31,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
c3733dfc-cc29-22d2-00f8-670dbdb3e253,Merseytravel,AMSY,roadworks,True,moderate,bus,26,1,2800S46045A;2800S48173A;2800S43020A,Fazakerley Station;Belsford Way;Coventry Road,3,2026-03-26T14:26:00Z,2026-03-26T19:26:00Z,2026-03-25T12:26:00Z,2026-03-26T19:26:00Z,11,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
ac7b579e-901a-6326-6754-7e7cd3e04665,Merseytravel,ANWE,routeDiversion,False,moderate,bus,P12;82A;1;P2,4,2500LAA16718;2800S13025A;2800S41066B;2800S25016A;2800S44188E,Crematorium;Nutgrove Road;Ardleigh Road;Burden Road;Huyton Bus Station,5,2026-05-18T16:34:00Z,2026-05-19T08:34:00Z,2026-05-18T16:34:00Z,2026-05-19T08:34:00Z,20,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
eb7caf94-3f63-cb4e-5208-b4cd87268b20,Merseytravel,ANWE,roadworks,True,moderate,bus,82A;P2,2,2800S43022B;2800S40037D;2800S24003F;2800S40056A,Queens Drive;Lowerson Road;Dominick House;Anfield Road,4,2026-02-02T22:34:00Z,2026-02-03T01:34:00Z,2026-02-01T09:34:00Z,2026-02-03T01:34:00Z,17,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
71c2ce38-d814-b669-2ea5-df920cad691c,Merseytravel,AMSY,roadworks,True,moderate,bus,80,1,2800S51006C;2800S25018A;2800S41018A;2800S44031A,Longborough Road;Wastdale Drive;Brick Street;Snowberry Road,4,2026-04-27T09:48:00Z,2026-04-28T11:48:00Z,2026-04-25T09:48:00Z,2026-04-28T11:48:00Z,13,True,synthesised_from_amsy_anwe_distributions,Synthetic event aligned to published AMSY timetable lines/stops and/or ANWE AVL-observed lines; reason mix informed by Merseytravel catalogue
