disruption_id,organisation,operator_noc,reason,planned,severity,modes_affected,services_affected,services_affected_count,stops_affected,stops_affected_names,stops_affected_count,validity_start,validity_end,publication_start,publication_end,expected_delay_minutes,is_synthetic,source,notes
a0f998ce-d630-4408-a61f-ef2fee5b19dc,Merseytravel,,roadworks,True,moderate,bus,,1,,,2,2026-06-28T23:01:00Z,2026-07-19T22:59:00Z,2026-06-25T08:29:00Z,2026-07-19T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
f4eefca4-3d37-4ce6-9de8-b8bbb56c6d30,Merseytravel,,roadworks,True,moderate,bus,,1,,,8,2026-06-29T14:30:00Z,2026-07-31T22:59:00Z,2026-06-29T14:29:00Z,2026-07-31T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
0b49dfe6-f235-4339-ba9d-c275422ec1e5,Merseytravel,,roadworks,True,moderate,bus,,1,,,2,2026-06-29T23:00:00Z,2026-08-04T22:59:00Z,2026-06-26T06:37:00Z,2026-08-04T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
4f6bab0c-433f-45ca-973f-345e3dc72fe7,Merseytravel,,roadworks,True,moderate,bus,,2,,,5,2026-07-02T23:00:00Z,2026-07-16T22:59:00Z,2026-07-02T22:59:00Z,2026-07-16T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
155b6ffa-f208-4c9c-b025-3abbc3a14b76,Merseytravel,,roadworks,True,moderate,bus,,1,,,5,2026-07-09T19:12:00Z,2026-08-31T22:59:00Z,2026-07-09T19:11:00Z,2026-08-31T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
c59447e9-6c51-4ad5-96f8-4bf70dc3a075,Merseytravel,,roadworks,True,moderate,bus,,0,,,4,2026-07-10T14:00:00Z,2026-07-13T22:59:00Z,2026-07-10T13:59:00Z,2026-07-13T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
38231422-bb5e-4e1f-8a1b-55dbfd21d345,Merseytravel,,roadworks,True,moderate,bus,,3,,,11,2026-07-10T18:00:00Z,2026-07-17T22:59:00Z,2026-07-08T09:35:00Z,2026-07-17T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
0510efb6-48d3-41d3-a813-1d020582bbcf,Merseytravel,,roadworks,True,moderate,bus,,2,,,6,2026-07-12T23:00:00Z,2026-07-17T22:59:00Z,2026-07-09T07:40:00Z,2026-07-17T22:59:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
b18477a2-da8d-4295-a74e-2daaa246abb4,Merseytravel,,roadworks,True,moderate,bus,,1,,,17,2026-07-13T07:00:00Z,2026-07-17T17:00:00Z,2026-07-10T07:13:00Z,2026-07-17T17:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
2ca29052-0517-4528-b8f4-60118005ce30,Merseytravel,,roadworks,True,moderate,bus,,1,,,1,2026-07-13T08:30:00Z,2026-07-13T11:30:00Z,2026-07-08T09:49:00Z,2026-07-13T11:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
cdfd6d7a-d8fa-461a-875b-bfcbca9142b8,Merseytravel,,roadworks,True,moderate,bus,,3,,,6,2026-07-13T19:00:00Z,2026-07-18T05:00:00Z,2026-07-09T09:37:00Z,2026-07-18T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
c09c2225-3cd3-4e3d-88a0-61b311ffdcb1,Merseytravel,,roadworks,True,moderate,bus,,3,,,1,2026-07-13T19:00:00Z,2026-07-15T05:00:00Z,2026-07-10T08:49:00Z,2026-07-15T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
ffb4a461-b8e8-4315-9c91-43ab221e94c3,Merseytravel,,roadworks,True,moderate,bus,,2,,,7,2026-07-14T11:30:00Z,2026-07-14T14:30:00Z,2026-07-10T11:52:00Z,2026-07-14T14:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
80d8b32f-a6eb-49f7-9712-cfd415048202,Merseytravel,,roadworks,True,moderate,bus,,2,,,3,2026-07-15T19:00:00Z,2026-07-16T05:00:00Z,2026-07-10T13:56:00Z,2026-07-16T05:00:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
63bc0105-1a44-486c-b103-1e0650bb680a,Merseytravel,,roadworks,True,moderate,bus,,2,,,14,2026-09-01T07:00:00Z,2026-09-16T15:30:00Z,2026-07-01T07:00:00Z,2026-09-16T15:30:00Z,,False,bods_disruptions_data_catalogue,Real Merseytravel catalogue event (operators/services not named in catalogue)
